Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
320,1,200.10000000000002,1,1,1,111,流失客户
26,2,289.99,3,2,1,321,一般发展客户
10,2,77.4,4,2,1,421,一般发展客户
7,2,679.4399999999999,4,2,3,423,重要保持客户
29,1,197.64,3,1,1,311,一般发展客户
17,4,745.06,4,3,3,433,重要价值客户
64,1,6.2,2,1,1,211,流失客户
21,1,228.99,3,1,1,311,一般发展客户
3,7,1319.91,4,4,3,443,重要价值客户
166,1,131.45000000000002,1,1,1,111,流失客户
1,17,8022.49,4,4,4,444,重要价值客户
53,3,173.74,2,3,1,231,一般保持客户
51,1,157.7,3,1,1,311,一般发展客户
48,12,4339.74,3,4,4,344,重要价值客户
61,1,193.14,2,1,1,211,流失客户
162,3,845.55,1,3,3,133,重要发展客户
9,1,353.27,4,1,2,412,一般发展客户
15,4,554.65,4,3,2,432,一般价值客户
75,1,193.39000000000001,2,1,1,211,流失客户
40,8,2741.17,3,4,4,344,重要价值客户
41,11,2087.88,3,4,4,344,重要价值客户
370,2,155.43,1,2,1,121,流失客户
37,2,778.5,3,2,3,323,重要保持客户
197,1,271.85,1,1,1,111,流失客户
200,2,1110.34,1,2,3,123,重要挽留客户
74,3,657.8,2,3,2,232,一般保持客户
64,2,272.07,2,2,1,221,流失客户
21,4,507.29,3,3,2,332,一般价值客户
367,1,48.800000000000004,1,1,1,111,流失客户
180,3,321.43,1,3,2,132,一般保持客户
10,4,1127.71,4,3,3,433,重要价值客户
4,12,2226.91,4,4,4,444,重要价值客户
197,3,2139.76,1,3,4,134,重要发展客户
29,4,697.55,3,3,3,333,重要价值客户
53,1,197.13,2,1,1,211,流失客户
18,6,1720.3,4,4,4,444,重要价值客户
10,3,102.44999999999999,4,3,1,431,一般价值客户
90,4,1649.5,2,3,3,233,重要发展客户
268,1,62.85,1,1,1,111,流失客户
53,6,3295.76,2,4,4,244,重要发展客户
44,4,2824.69,3,3,4,334,重要价值客户
64,4,3189.81,2,3,4,234,重要发展客户
149,1,309.4,1,1,2,112,流失客户
22,25,7930.54,3,4,4,344,重要价值客户
312,1,325.75,1,1,2,112,流失客户
23,2,511.35,3,2,2,322,一般发展客户
58,6,2836.69,2,4,4,244,重要发展客户
24,2,475.8,3,2,2,322,一般发展客户
78,7,2759.83,2,4,4,244,重要发展客户
119,2,645.65,2,2,2,222,流失客户
36,3,1311.3799999999999,3,3,3,333,重要价值客户
60,2,1173.12,2,2,3,223,重要挽留客户
13,4,1353.74,4,3,3,433,重要价值客户
19,1,170.32,3,1,1,311,一般发展客户
52,1,125.79,2,1,1,211,流失客户
26,2,841.1999999999999,3,2,3,323,重要保持客户
29,1,266.76,3,1,1,311,一般发展客户
7,2,52.2,4,2,1,421,一般发展客户
11,12,14389.9,4,4,4,444,重要价值客户
186,3,710.28,1,3,3,133,重要发展客户
3,8,2953.59,4,4,4,444,重要价值客户
9,2,725.7,4,2,3,423,重要保持客户
262,1,327.25,1,1,2,112,流失客户
3,4,522.38,4,3,2,432,一般价值客户
210,1,519.68,1,1,2,112,流失客户
108,2,1465.3200000000002,2,2,3,223,重要挽留客户
13,9,1485.54,4,4,3,443,重要价值客户
77,3,706.19,2,3,3,233,重要发展客户
20,1,255.4,3,1,1,311,一般发展客户
27,2,589.7,3,2,2,322,一般发展客户
19,6,761.59,3,4,3,343,重要价值客户
132,1,765.3199999999999,2,1,3,213,重要挽留客户
253,1,364.8,1,1,2,112,流失客户
79,1,1862.0,2,1,4,214,重要挽留客户
207,1,369.2,1,1,2,112,流失客户
336,1,135.9,1,1,1,111,流失客户
254,1,125.65,1,1,1,111,流失客户
148,2,554.38,1,2,2,122,流失客户
10,2,1237.8500000000001,4,2,3,423,重要保持客户
85,1,655.75,2,1,2,212,流失客户
8,20,11138.710000000001,4,4,4,444,重要价值客户
205,2,468.77000000000004,1,2,2,122,流失客户
8,4,1366.38,4,3,3,433,重要价值客户
23,6,1303.52,3,4,3,343,重要价值客户
11,9,1421.29,4,4,3,443,重要价值客户
26,1,332.66,3,1,2,312,一般发展客户
21,5,2810.63,3,4,4,344,重要价值客户
2,2,1025.44,4,2,3,423,重要保持客户
158,2,616.15,1,2,2,122,流失客户
3,7,3501.1,4,4,4,444,重要价值客户
74,1,277.8,2,1,1,211,流失客户
3,4,434.35,4,3,2,432,一般价值客户
1,201,143825.06,4,4,4,444,重要价值客户
17,2,867.85,4,2,3,423,重要保持客户
36,4,1227.43,3,3,3,333,重要价值客户
91,2,307.48,2,2,2,222,流失客户
71,4,1268.98,2,3,3,233,重要发展客户
116,2,1610.15,2,2,3,223,重要挽留客户
213,2,977.77,1,2,3,123,重要挽留客户
30,2,1316.07,3,2,3,323,重要保持客户
51,1,749.1,3,1,3,313,重要保持客户
246,1,310.05,1,1,2,112,流失客户
32,1,223.88,3,1,1,311,一般发展客户
109,3,2372.86,2,3,4,234,重要发展客户
5,5,1257.68,4,4,3,443,重要价值客户
366,1,363.53,1,1,2,112,流失客户
82,2,1890.94,2,2,4,224,重要挽留客户
297,1,1784.71,1,1,4,114,重要挽留客户
34,8,8137.02,3,4,4,344,重要价值客户
57,3,1621.88,2,3,3,233,重要发展客户
30,12,5900.25,3,4,4,344,重要价值客户
14,1,100.9,4,1,1,411,一般发展客户
72,2,290.82,2,2,1,221,流失客户
23,6,1101.97,3,4,3,343,重要价值客户
19,1,371.2,3,1,2,312,一般发展客户
79,1,311.69,2,1,2,212,流失客户
60,11,8099.49,2,4,4,244,重要发展客户
25,1,289.82,3,1,1,311,一般发展客户
12,1,336.17,4,1,2,412,一般发展客户
253,1,58.49,1,1,1,111,流失客户
147,3,499.68,1,3,2,132,一般保持客户
64,4,695.42,2,3,3,233,重要发展客户
8,2,221.27,4,2,1,421,一般发展客户
11,9,7044.68,4,4,4,444,重要价值客户
271,1,126.7,1,1,1,111,流失客户
10,5,1487.8,4,4,3,443,重要价值客户
247,1,206.21,1,1,1,111,流失客户
96,2,599.0,2,2,2,222,流失客户
15,1,191.32,4,1,1,411,一般发展客户
50,1,463.8,3,1,2,312,一般发展客户
30,1,147.59,3,1,1,311,一般发展客户
68,4,1592.06,2,3,3,233,重要发展客户
35,3,1116.57,3,3,3,333,重要价值客户
128,1,114.77,2,1,1,211,流失客户
107,3,1314.45,2,3,3,233,重要发展客户
37,1,114.39,3,1,1,311,一般发展客户
57,1,279.94,2,1,1,211,流失客户
57,7,790.86,2,4,3,243,重要发展客户
72,5,1931.42,2,4,4,244,重要发展客户
246,1,102.12,1,1,1,111,流失客户
19,2,213.27,3,2,1,321,一般发展客户
198,2,296.75,1,2,1,121,流失客户
16,2,326.4,4,2,2,422,一般发展客户
212,1,334.54,1,1,2,112,流失客户
39,2,233.23000000000002,3,2,1,321,一般发展客户
46,3,546.1999999999999,3,3,2,332,一般价值客户
170,2,429.87,1,2,2,122,流失客户
48,1,490.52,3,1,2,312,一般发展客户
116,4,1641.76,2,3,3,233,重要发展客户
147,1,1246.32,1,1,3,113,重要挽留客户
16,28,6316.57,4,4,4,444,重要价值客户
51,1,502.09,3,1,2,312,一般发展客户
159,1,156.91,1,1,1,111,流失客户
12,3,1261.78,4,3,3,433,重要价值客户
36,1,308.94,3,1,2,312,一般发展客户
54,2,423.04,2,2,2,222,流失客户
43,2,260.17,3,2,1,321,一般发展客户
173,1,170.04,1,1,1,111,流失客户
34,1,125.58,3,1,1,311,一般发展客户
39,3,496.21000000000004,3,3,2,332,一般价值客户
267,1,266.0,1,1,1,111,流失客户
9,9,1914.82,4,4,4,444,重要价值客户
12,4,905.04,4,3,3,433,重要价值客户
3,11,6802.76,4,4,4,444,重要价值客户
10,10,1661.33,4,4,3,443,重要价值客户
33,1,377.01,3,1,2,312,一般发展客户
80,3,469.0,2,3,2,232,一般保持客户
31,4,1066.1499999999999,3,3,3,333,重要价值客户
8,4,627.13,4,3,2,432,一般价值客户
72,2,518.28,2,2,2,222,流失客户
4,4,668.14,4,3,2,432,一般价值客户
256,3,4959.1,1,3,4,134,重要发展客户
5,10,2586.67,4,4,4,444,重要价值客户
16,8,4308.61,4,4,4,444,重要价值客户
90,1,252.73000000000002,2,1,1,211,流失客户
72,3,465.55,2,3,2,232,一般保持客户
59,6,705.49,2,4,3,243,重要发展客户
10,47,19914.44,4,4,4,444,重要价值客户
170,1,180.35,1,1,1,111,流失客户
199,1,135.93,1,1,1,111,流失客户
31,1,537.0,3,1,2,312,一般发展客户
19,17,7700.2300000000005,3,4,4,344,重要价值客户
152,2,735.66,1,2,3,123,重要挽留客户
9,15,5213.7699999999995,4,4,4,444,重要价值客户
270,1,343.62,1,1,2,112,流失客户
65,4,384.05,2,3,2,232,一般保持客户
274,1,121.17000000000002,1,1,1,111,流失客户
25,3,1782.09,3,3,4,334,重要价值客户
23,3,1391.61,3,3,3,333,重要价值客户
319,1,215.78,1,1,1,111,流失客户
5,3,697.79,4,3,3,433,重要价值客户
12,2,302.1,4,2,1,421,一般发展客户
275,2,1489.5,1,2,3,123,重要挽留客户
25,11,2124.9900000000002,3,4,4,344,重要价值客户
41,9,1337.72,3,4,3,343,重要价值客户
8,4,303.09,4,3,1,431,一般价值客户
4,48,54534.14,4,4,4,444,重要价值客户
71,4,987.86,2,3,3,233,重要发展客户
213,1,370.79999999999995,1,1,2,112,流失客户
38,4,3158.13,3,3,4,334,重要价值客户
53,1,893.59,2,1,3,213,重要挽留客户
78,3,1744.76,2,3,4,234,重要发展客户
46,2,553.36,3,2,2,322,一般发展客户
179,1,1109.53,1,1,3,113,重要挽留客户
373,1,106.2,1,1,1,111,流失客户
94,2,982.07,2,2,3,223,重要挽留客户
10,3,1043.41,4,3,3,433,重要价值客户
105,1,748.87,2,1,3,213,重要挽留客户
78,1,773.03,2,1,3,213,重要挽留客户
173,1,880.85,1,1,3,113,重要挽留客户
7,32,9743.11,4,4,4,444,重要价值客户
213,4,895.61,1,3,3,133,重要发展客户
22,5,504.8,3,4,2,342,一般价值客户
257,1,88.2,1,1,1,111,流失客户
282,1,306.94,1,1,1,111,流失客户
21,2,1160.07,3,2,3,323,重要保持客户
10,6,2420.84,4,4,4,444,重要价值客户
308,1,381.32,1,1,2,112,流失客户
68,1,480.71,2,1,2,212,流失客户
215,2,457.81,1,2,2,122,流失客户
18,6,4597.02,4,4,4,444,重要价值客户
104,4,1370.6,2,3,3,233,重要发展客户
43,1,219.39000000000001,3,1,1,311,一般发展客户
4,1,248.08,4,1,1,411,一般发展客户
182,3,39916.5,1,3,4,134,重要发展客户
84,1,410.48,2,1,2,212,流失客户
334,3,876.0,1,3,3,133,重要发展客户
9,2,317.53,4,2,2,422,一般发展客户
31,2,703.36,3,2,3,323,重要保持客户
197,2,1027.44,1,2,3,123,重要挽留客户
18,7,2298.93,4,4,4,444,重要价值客户
18,5,1422.52,4,4,3,443,重要价值客户
311,6,319.5,1,4,2,142,一般保持客户
142,4,1300.25,2,3,3,233,重要发展客户
246,1,484.95,1,1,2,112,流失客户
24,4,996.1,3,3,3,333,重要价值客户
29,3,1567.48,3,3,3,333,重要价值客户
10,3,3609.33,4,3,4,434,重要价值客户
30,10,2760.56,3,4,4,344,重要价值客户
18,1,340.11,4,1,2,412,一般发展客户
18,4,1352.75,4,3,3,433,重要价值客户
15,5,1551.78,4,4,3,443,重要价值客户
134,1,244.8,2,1,1,211,流失客户
246,1,266.4,1,1,1,111,流失客户
134,1,358.82,2,1,2,212,流失客户
50,2,457.72,3,2,2,322,一般发展客户
114,3,1633.78,2,3,3,233,重要发展客户
7,2,2199.31,4,2,4,424,重要保持客户
23,2,184.19,3,2,1,321,一般发展客户
25,15,11528.48,3,4,4,344,重要价值客户
66,1,406.53,2,1,2,212,流失客户
60,4,1471.0,2,3,3,233,重要发展客户
50,11,3447.4,3,4,4,344,重要价值客户
170,1,330.11,1,1,2,112,流失客户
18,5,977.9300000000001,4,4,3,443,重要价值客户
128,3,982.42,2,3,3,233,重要发展客户
15,8,1387.99,4,4,3,443,重要价值客户
239,1,139.05,1,1,1,111,流失客户
3,4,1286.7,4,3,3,433,重要价值客户
240,2,178.96,1,2,1,121,流失客户
52,7,2354.25,2,4,4,244,重要发展客户
46,1,498.74,3,1,2,312,一般发展客户
226,1,259.45,1,1,1,111,流失客户
8,17,6580.44,4,4,4,444,重要价值客户
4,4,1194.73,4,3,3,433,重要价值客户
165,2,1327.16,1,2,3,123,重要挽留客户
240,1,623.5,1,1,2,112,流失客户
11,1,301.29,4,1,1,411,一般发展客户
134,1,520.8000000000001,2,1,2,212,流失客户
17,10,5314.47,4,4,4,444,重要价值客户
10,13,4745.69,4,4,4,444,重要价值客户
31,1,329.25,3,1,2,312,一般发展客户
75,1,296.42,2,1,1,211,流失客户
1,3,961.49,4,3,3,433,重要价值客户
4,3,1936.07,4,3,4,434,重要价值客户
45,1,401.40000000000003,3,1,2,312,一般发展客户
2,30,18641.010000000002,4,4,4,444,重要价值客户
357,1,158.16,1,1,1,111,流失客户
18,2,304.47,4,2,1,421,一般发展客户
69,3,843.05,2,3,3,233,重要发展客户
373,1,487.75,1,1,2,112,流失客户
321,1,163.0,1,1,1,111,流失客户
26,1,106.56,3,1,1,311,一般发展客户
331,1,1289.5,1,1,3,113,重要挽留客户
9,5,1624.05,4,4,3,443,重要价值客户
323,1,135.75,1,1,1,111,流失客户
72,1,224.14,2,1,1,211,流失客户
260,1,40.5,1,1,1,111,流失客户
18,5,2206.95,4,4,4,444,重要价值客户
367,1,87.5,1,1,1,111,流失客户
66,3,689.4799999999999,2,3,3,233,重要发展客户
154,2,622.85,1,2,2,122,流失客户
29,2,406.76,3,2,2,322,一般发展客户
70,1,310.62,2,1,2,212,流失客户
14,2,411.41,4,2,2,422,一般发展客户
2,16,4777.18,4,4,4,444,重要价值客户
1,41,16225.39,4,4,4,444,重要价值客户
120,3,1044.32,2,3,3,233,重要发展客户
61,1,499.32,2,1,2,212,流失客户
3,15,7616.53,4,4,4,444,重要价值客户
3,1,3861.0,4,1,4,414,重要保持客户
11,3,1079.6100000000001,4,3,3,433,重要价值客户
92,2,193.64,2,2,1,221,流失客户
59,4,1268.7,2,3,3,233,重要发展客户
87,5,1236.54,2,4,3,243,重要发展客户
26,6,1827.8,3,4,4,344,重要价值客户
357,1,316.58,1,1,2,112,流失客户
85,2,653.24,2,2,2,222,流失客户
10,4,420.29999999999995,4,3,2,432,一般价值客户
1,5,870.12,4,4,3,443,重要价值客户
225,1,331.18,1,1,2,112,流失客户
60,2,894.4100000000001,2,2,3,223,重要挽留客户
241,1,101.8,1,1,1,111,流失客户
319,2,328.35,1,2,2,122,流失客户
2,8,1661.44,4,4,3,443,重要价值客户
47,3,734.94,3,3,3,333,重要价值客户
88,1,96.6,2,1,1,211,流失客户
11,11,5756.89,4,4,4,444,重要价值客户
176,1,305.75,1,1,1,111,流失客户
52,6,1778.96,2,4,4,244,重要发展客户
366,1,403.25,1,1,2,112,流失客户
319,1,585.0,1,1,2,112,流失客户
226,2,755.75,1,2,3,123,重要挽留客户
358,2,322.08,1,2,2,122,流失客户
234,1,409.40000000000003,1,1,2,112,流失客户
311,1,154.41,1,1,1,111,流失客户
37,5,1219.4,3,4,3,343,重要价值客户
66,4,3386.71,2,3,4,234,重要发展客户
239,2,429.6,1,2,2,122,流失客户
113,2,612.06,2,2,2,222,流失客户
277,1,197.0,1,1,1,111,流失客户
218,12,2247.51,1,4,4,144,重要发展客户
299,1,321.05,1,1,2,112,流失客户
2,4,1412.32,4,3,3,433,重要价值客户
29,3,1071.99,3,3,3,333,重要价值客户
10,2,780.59,4,2,3,423,重要保持客户
45,5,1706.57,3,4,4,344,重要价值客户
67,8,1756.44,2,4,4,244,重要发展客户
74,1,316.68,2,1,2,212,流失客户
65,2,631.57,2,2,2,222,流失客户
134,3,2515.84,2,3,4,234,重要发展客户
238,2,514.15,1,2,2,122,流失客户
122,1,356.0,2,1,2,212,流失客户
32,13,6688.46,3,4,4,344,重要价值客户
9,11,10484.99,4,4,4,444,重要价值客户
36,2,740.78,3,2,3,323,重要保持客户
16,5,918.1999999999999,4,4,3,443,重要价值客户
127,1,300.36,2,1,1,211,流失客户
67,1,890.85,2,1,3,213,重要挽留客户
149,1,98.45,1,1,1,111,流失客户
283,1,317.15,1,1,2,112,流失客户
169,2,623.16,1,2,2,122,流失客户
100,7,1810.77,2,4,4,244,重要发展客户
135,1,254.82,2,1,1,211,流失客户
324,1,178.95000000000002,1,1,1,111,流失客户
107,1,156.51,2,1,1,211,流失客户
64,1,393.74,2,1,2,212,流失客户
151,2,1506.1200000000001,1,2,3,123,重要挽留客户
338,1,119.3,1,1,1,111,流失客户
22,5,1717.36,3,4,4,344,重要价值客户
24,1,408.8,3,1,2,312,一般发展客户
16,7,2379.49,4,4,4,444,重要价值客户
7,15,2507.07,4,4,4,444,重要价值客户
57,2,721.94,2,2,3,223,重要挽留客户
4,2,716.57,4,2,3,423,重要保持客户
38,1,615.14,3,1,2,312,一般发展客户
66,1,135.31,2,1,1,211,流失客户
47,1,255.89999999999998,3,1,1,311,一般发展客户
355,1,290.51,1,1,1,111,流失客户
172,1,113.12,1,1,1,111,流失客户
59,9,2332.15,2,4,4,244,重要发展客户
50,1,240.55,3,1,1,311,一般发展客户
22,2,486.69,3,2,2,322,一般发展客户
43,5,2306.52,3,4,4,344,重要价值客户
29,3,939.78,3,3,3,333,重要价值客户
5,18,7943.22,4,4,4,444,重要价值客户
26,15,4668.3,3,4,4,344,重要价值客户
201,1,180.94,1,1,1,111,流失客户
51,6,3672.86,3,4,4,344,重要价值客户
10,3,641.94,4,3,2,432,一般价值客户
2,12,4799.9,4,4,4,444,重要价值客户
67,7,4507.01,2,4,4,244,重要发展客户
64,1,496.44,2,1,2,212,流失客户
51,12,5070.35,3,4,4,344,重要价值客户
290,1,574.02,1,1,2,112,流失客户
61,8,694.4000000000001,2,4,3,243,重要发展客户
64,3,1174.35,2,3,3,233,重要发展客户
96,1,205.3,2,1,1,211,流失客户
274,1,310.47,1,1,2,112,流失客户
1,91,60767.9,4,4,4,444,重要价值客户
75,4,924.85,2,3,3,233,重要发展客户
110,1,52.0,2,1,1,211,流失客户
199,1,327.97,1,1,2,112,流失客户
64,2,570.5,2,2,2,222,流失客户
327,1,165.0,1,1,1,111,流失客户
4,1,312.62,4,1,2,412,一般发展客户
284,1,204.5,1,1,1,111,流失客户
44,1,267.13,3,1,1,311,一般发展客户
71,3,2748.31,2,3,4,234,重要发展客户
86,1,679.68,2,1,3,213,重要挽留客户
104,1,162.29,2,1,1,211,流失客户
334,1,311.71,1,1,2,112,流失客户
53,1,208.75,2,1,1,211,流失客户
39,3,1049.7,3,3,3,333,重要价值客户
32,2,714.96,3,2,3,323,重要保持客户
366,4,1661.06,1,3,3,133,重要发展客户
208,1,1028.56,1,1,3,113,重要挽留客户
157,3,351.67,1,3,2,132,一般保持客户
54,1,173.97,2,1,1,211,流失客户
66,2,574.07,2,2,2,222,流失客户
81,1,2020.52,2,1,4,214,重要挽留客户
130,1,406.09,2,1,2,212,流失客户
87,1,364.5,2,1,2,212,流失客户
1,3,563.94,4,3,2,432,一般价值客户
46,1,393.54,3,1,2,312,一般发展客户
333,1,252.42000000000002,1,1,1,111,流失客户
366,1,201.60000000000002,1,1,1,111,流失客户
72,1,158.04,2,1,1,211,流失客户
158,2,473.81,1,2,2,122,流失客户
373,1,115.65,1,1,1,111,流失客户
12,7,1960.1100000000001,4,4,4,444,重要价值客户
255,2,777.02,1,2,3,123,重要挽留客户
29,2,277.05,3,2,1,321,一般发展客户
31,10,2766.5,3,4,4,344,重要价值客户
5,22,8347.2,4,4,4,444,重要价值客户
40,1,427.93,3,1,2,312,一般发展客户
362,1,418.92,1,1,2,112,流失客户
373,1,326.0,1,1,2,112,流失客户
96,2,913.19,2,2,3,223,重要挽留客户
26,7,2314.32,3,4,4,344,重要价值客户
75,2,602.51,2,2,2,222,流失客户
57,4,1877.59,2,3,4,234,重要发展客户
21,1,446.94000000000005,3,1,2,312,一般发展客户
41,7,2386.05,3,4,4,344,重要价值客户
137,1,2007.3999999999999,2,1,4,214,重要挽留客户
8,12,2415.91,4,4,4,444,重要价值客户
129,1,168.0,2,1,1,211,流失客户
40,3,1233.3600000000001,3,3,3,333,重要价值客户
169,7,3703.29,1,4,4,144,重要发展客户
9,5,1690.2600000000002,4,4,4,444,重要价值客户
214,2,596.85,1,2,2,122,流失客户
15,6,5955.71,4,4,4,444,重要价值客户
170,2,642.41,1,2,2,122,流失客户
40,1,316.88,3,1,2,312,一般发展客户
186,1,394.14,1,1,2,112,流失客户
270,1,140.54,1,1,1,111,流失客户
172,1,500.0,1,1,2,112,流失客户
5,4,1535.53,4,3,3,433,重要价值客户
16,2,231.86,4,2,1,421,一般发展客户
10,4,2183.54,4,3,4,434,重要价值客户
326,1,107.45,1,1,1,111,流失客户
113,1,288.18,2,1,1,211,流失客户
290,1,94.0,1,1,1,111,流失客户
16,2,1345.53,4,2,3,423,重要保持客户
1,3,815.77,4,3,3,433,重要价值客户
92,5,716.2,2,4,3,243,重要发展客户
149,2,626.77,1,2,2,122,流失客户
189,1,349.1,1,1,2,112,流失客户
31,2,510.71000000000004,3,2,2,322,一般发展客户
34,4,1056.44,3,3,3,333,重要价值客户
264,1,267.18,1,1,1,111,流失客户
84,8,3450.84,2,4,4,244,重要发展客户
26,4,1358.88,3,3,3,333,重要价值客户
171,1,190.53,1,1,1,111,流失客户
10,3,774.9000000000001,4,3,3,433,重要价值客户
313,1,572.8100000000001,1,1,2,112,流失客户
65,4,3984.32,2,3,4,234,重要发展客户
85,1,508.8,2,1,2,212,流失客户
25,1,135.86,3,1,1,311,一般发展客户
59,4,950.36,2,3,3,233,重要发展客户
323,2,97.7,1,2,1,121,流失客户
38,1,43.5,3,1,1,311,一般发展客户
254,2,383.34,1,2,2,122,流失客户
19,5,1447.39,3,4,3,343,重要价值客户
33,3,1483.14,3,3,3,333,重要价值客户
15,1,93.78,4,1,1,411,一般发展客户
27,2,397.35,3,2,2,322,一般发展客户
23,1,171.19,3,1,1,311,一般发展客户
214,2,533.3,1,2,2,122,流失客户
8,5,1041.48,4,4,3,443,重要价值客户
22,1,149.29,3,1,1,311,一般发展客户
12,3,1122.53,4,3,3,433,重要价值客户
262,1,200.16,1,1,1,111,流失客户
131,1,156.57999999999998,2,1,1,211,流失客户
55,3,383.68,2,3,2,232,一般保持客户
249,1,594.0,1,1,2,112,流失客户
2,7,3236.91,4,4,4,444,重要价值客户
9,2,1418.26,4,2,3,423,重要保持客户
264,1,113.5,1,1,1,111,流失客户
331,1,155.17,1,1,1,111,流失客户
313,1,494.64,1,1,2,112,流失客户
26,3,974.52,3,3,3,333,重要价值客户
30,1,429.84,3,1,2,312,一般发展客户
30,3,538.73,3,3,2,332,一般价值客户
2,7,1388.37,4,4,3,443,重要价值客户
362,1,179.1,1,1,1,111,流失客户
283,3,447.22,1,3,2,132,一般保持客户
262,1,237.07,1,1,1,111,流失客户
25,1,161.64,3,1,1,311,一般发展客户
354,1,216.76,1,1,1,111,流失客户
94,3,234.6,2,3,1,231,一般保持客户
29,1,126.14,3,1,1,311,一般发展客户
338,1,1048.85,1,1,3,113,重要挽留客户
20,18,7354.62,3,4,4,344,重要价值客户
85,1,334.53,2,1,2,212,流失客户
9,3,524.88,4,3,2,432,一般价值客户
51,2,467.51,3,2,2,322,一般发展客户
50,2,538.55,3,2,2,322,一般发展客户
2,1,469.48,4,1,2,412,一般发展客户
113,1,371.56,2,1,2,212,流失客户
14,7,1771.2,4,4,4,444,重要价值客户
77,1,454.10999999999996,2,1,2,212,流失客户
40,2,1441.42,3,2,3,323,重要保持客户
116,1,905.5,2,1,3,213,重要挽留客户
16,12,11054.96,4,4,4,444,重要价值客户
161,4,233.81,1,3,1,131,一般保持客户
1,4,3594.31,4,3,4,434,重要价值客户
30,3,2575.0,3,3,4,334,重要价值客户
93,1,91.32000000000001,2,1,1,211,流失客户
23,3,1134.28,3,3,3,333,重要价值客户
95,6,3100.09,2,4,4,244,重要发展客户
28,2,659.4599999999999,3,2,2,322,一般发展客户
33,5,2001.8,3,4,4,344,重要价值客户
21,2,1299.23,3,2,3,323,重要保持客户
18,2,1262.2,4,2,3,423,重要保持客户
3,27,13316.4,4,4,4,444,重要价值客户
8,4,1131.56,4,3,3,433,重要价值客户
16,12,10384.93,4,4,4,444,重要价值客户
363,1,147.09,1,1,1,111,流失客户
81,1,52.83,2,1,1,211,流失客户
53,5,3610.96,2,4,4,244,重要发展客户
23,3,979.26,3,3,3,333,重要价值客户
172,1,492.36,1,1,2,112,流失客户
189,6,1000.27,1,4,3,143,重要发展客户
331,1,250.0,1,1,1,111,流失客户
12,5,909.23,4,4,3,443,重要价值客户
156,2,121.0,1,2,1,121,流失客户
33,19,14758.220000000001,3,4,4,344,重要价值客户
12,11,4139.46,4,4,4,444,重要价值客户
45,3,62.43,3,3,1,331,一般价值客户
233,1,267.03,1,1,1,111,流失客户
64,8,1942.45,2,4,4,244,重要发展客户
2,1,343.5,4,1,2,412,一般发展客户
40,8,3000.2,3,4,4,344,重要价值客户
33,2,398.84,3,2,2,322,一般发展客户
84,1,412.01000000000005,2,1,2,212,流失客户
25,1,440.0,3,1,2,312,一般发展客户
2,3,825.92,4,3,3,433,重要价值客户
33,2,148.44,3,2,1,321,一般发展客户
19,8,2429.78,3,4,4,344,重要价值客户
254,1,229.33,1,1,1,111,流失客户
23,11,3995.23,3,4,4,344,重要价值客户
22,4,1502.35,3,3,3,333,重要价值客户
8,2,2007.44,4,2,4,424,重要保持客户
25,4,1580.93,3,3,3,333,重要价值客户
19,3,807.57,3,3,3,333,重要价值客户
173,4,536.4,1,3,2,132,一般保持客户
163,1,110.92,1,1,1,111,流失客户
7,1,538.46,4,1,2,412,一般发展客户
11,1,213.3,4,1,1,411,一般发展客户
114,1,85.13000000000001,2,1,1,211,流失客户
288,1,127.86,1,1,1,111,流失客户
9,9,3546.71,4,4,4,444,重要价值客户
54,2,292.71999999999997,2,2,1,221,流失客户
7,14,4954.84,4,4,4,444,重要价值客户
77,3,1693.26,2,3,4,234,重要发展客户
4,4,575.63,4,3,2,432,一般价值客户
37,1,436.06,3,1,2,312,一般发展客户
217,1,90.12,1,1,1,111,流失客户
60,1,437.23,2,1,2,212,流失客户
278,1,217.2,1,1,1,111,流失客户
12,16,4805.17,4,4,4,444,重要价值客户
24,1,279.77,3,1,1,311,一般发展客户
29,1,473.65000000000003,3,1,2,312,一般发展客户
12,4,800.59,4,3,3,433,重要价值客户
352,1,134.55,1,1,1,111,流失客户
22,4,1400.44,3,3,3,333,重要价值客户
50,2,173.16,3,2,1,321,一般发展客户
19,1,186.01,3,1,1,311,一般发展客户
3,3,758.29,4,3,3,433,重要价值客户
104,5,1375.71,2,4,3,243,重要发展客户
7,12,4165.52,4,4,4,444,重要价值客户
12,4,650.4300000000001,4,3,2,432,一般价值客户
5,7,2552.86,4,4,4,444,重要价值客户
32,2,607.45,3,2,2,322,一般发展客户
178,4,702.25,1,3,3,133,重要发展客户
38,1,940.6700000000001,3,1,3,313,重要保持客户
151,3,258.88,1,3,1,131,一般保持客户
162,1,127.1,1,1,1,111,流失客户
69,2,348.6,2,2,2,222,流失客户
121,13,3679.9700000000003,2,4,4,244,重要发展客户
25,3,682.9100000000001,3,3,3,333,重要价值客户
24,4,725.11,3,3,3,333,重要价值客户
177,1,455.3,1,1,2,112,流失客户
50,4,913.6800000000001,3,3,3,333,重要价值客户
256,3,478.53000000000003,1,3,2,132,一般保持客户
47,1,388.58,3,1,2,312,一般发展客户
71,1,199.8,2,1,1,211,流失客户
16,5,1771.78,4,4,4,444,重要价值客户
101,5,1406.59,2,4,3,243,重要发展客户
35,1,324.57,3,1,2,312,一般发展客户
53,1,240.68,2,1,1,211,流失客户
